公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別
4141 龍燈-KY,2013/12/31,7,407.0,74.0,38.0,61.0,-40.0,-3.88,+,2.47,4.11,8.63,4.14,13.0,24.0,90.0,87.0,22
4414 如興,2013/12/31,D,318.0,21.0,38.0,53.0,3.0,2.19,,1.63,4.84,4.22,2.91,2.0,-14.0,151.0,29.0,4
4532 瑞智,2013/12/31,4,683.0,106.0,55.0,87.0,46.0,5.88,+,0.48,6.01,9.15,1.57,1.0,-3.0,60.0,165.0,5
4746 台耀,2013/12/31,7,247.0,28.0,-3.0,68.0,-7.0,0.32,,1.39,-1.09,0.81,1.6,4.0,8.0,76.0,25.0,22
4906 正文,2013/12/31,5,609.0,108.0,17.0,90.0,73.0,4.32,,0.29,3.16,0.79,1.45,5.0,2.0,52.0,199.0,27
4919 新唐,2013/12/31,5,591.0,47.0,45.0,100.0,64.0,9.24,,0.0,5.68,6.57,0.66,2.0,8.0,6.0,68.0,24
4934 太極,2013/12/31,7,465.0,48.0,32.0,66.0,75.0,9.73,,1.52,4.33,4.35,3.18,-10.0,13.0,62.0,51.0,26
4938 和碩,2013/12/31,3,703.0,140.0,30.0,86.0,75.0,244.61,,0.11,3.69,2.74,1.9,9.0,5.0,42.0,9498.0,25
4956 光鋐,2013/12/31,7,337.0,14.0,18.0,97.0,-36.0,2.96,,0.8,2.41,5.61,1.49,39.0,9.0,37.0,13.0,26
5305 敦南,2013/12/31,5,541.0,84.0,24.0,84.0,48.0,9.28,,0.83,2.97,5.08,1.66,-3.0,9.0,55.0,96.0,24
5388 中磊,2013/12/31,5,672.0,100.0,52.0,83.0,69.0,9.3,,0.29,5.91,5.05,2.15,-1.0,9.0,46.0,191.0,27
5469 瀚宇博,2013/12/31,4,447.0,140.0,-3.0,41.0,53.0,42.68,,0.99,0.31,-3.01,1.87,5.0,4.0,160.0,510.0,28
5521 工信,2013/12/31,5,310.0,52.0,7.0,75.0,-40.0,-3.32,+,1.15,1.55,2.91,2.24,-8.0,-7.0,52.0,44.0,14
5608 四維航,2013/12/31,8,76.0,63.0,20.0,-46.0,50.0,19.21,,5.05,1.46,7.23,1.18,0.0,0.0,232.0,47.0,15
6128 上福,2013/12/31,5,555.0,15.0,75.0,86.0,42.0,3.38,,0.53,9.15,15.0,1.54,-7.0,-17.0,32.0,17.0,25
6142 友勁,2013/12/31,6,373.0,69.0,2.0,54.0,68.0,7.81,,0.65,1.0,-0.24,1.36,12.0,0.0,113.0,89.0,27
6152 百一,2013/12/31,5,550.0,70.0,24.0,93.0,59.0,11.63,,0.18,3.27,2.62,1.69,2.0,3.0,34.0,118.0,27
6165 捷泰,2013/12/31,8,319.0,4.0,-20.0,100.0,71.0,0.15,,0.47,-8.12,-21.07,5.01,35.0,11.0,5.0,6.0,28
6168 宏齊,2013/12/31,6,406.0,39.0,-7.0,99.0,50.0,5.12,,0.31,0.26,-10.37,1.64,-12.0,-22.0,32.0,47.0,26
6176 瑞儀,2013/12/31,3,852.0,140.0,74.0,95.0,67.0,83.69,,0.29,9.3,9.3,1.61,24.0,8.0,46.0,635.0,26
6192 巨路,2013/12/31,4,656.0,50.0,81.0,100.0,13.0,6.01,,0.11,10.7,13.22,2.21,10.0,15.0,10.0,62.0,31
6196 帆宣,2013/12/31,5,511.0,83.0,16.0,89.0,31.0,-2.3,+,0.17,2.58,2.0,3.1,-38.0,-9.0,24.0,140.0,31
6209 今國光,2013/12/31,5,462.0,47.0,3.0,97.0,67.0,7.26,,0.33,1.64,1.9,1.76,4.0,3.0,25.0,54.0,26
6225 天瀚,2013/12/31,D,81.0,1.0,-60.0,72.0,42.0,-0.8,,0.55,-45.71,-53.92,8.14,-39.0,-43.0,22.0,3.0,26
6239 力成,2013/12/31,4,713.0,140.0,20.0,100.0,72.0,126.54,,0.67,-4.01,13.4,1.38,0.0,5.0,52.0,376.0,24
6269 台郡,2013/12/31,4,748.0,97.0,96.0,90.0,-5.0,17.99,,0.52,11.43,16.63,2.06,20.0,3.0,57.0,136.0,28
6271 同欣電,2013/12/31,3,811.0,71.0,100.0,100.0,70.0,28.12,,0.17,14.48,22.68,2.3,3.0,3.0,7.0,79.0,24
6277 宏正,2013/12/31,4,722.0,40.0,110.0,96.0,23.0,7.83,,0.32,15.81,19.67,2.35,-3.0,-2.0,21.0,46.0,25
6281 全國電,2013/12/31,4,599.0,68.0,54.0,75.0,74.0,2.6,,0.0,8.32,3.17,0.0,0.0,11.0,0.0,147.0,29
6285 啟碁,2013/12/31,3,791.0,140.0,52.0,93.0,78.0,41.53,,0.18,7.27,4.9,1.62,-10.0,-7.0,36.0,367.0,27
6443 元晶,2013/12/31,7,421.0,46.0,43.0,37.0,91.0,8.77,,1.72,5.29,5.6,2.43,-4.0,-18.0,125.0,49.0,26
6505 台塑化,2013/12/31,3,719.0,140.0,37.0,81.0,87.0,394.14,,0.37,5.99,2.48,1.48,3.0,-4.0,87.0,9313.0,23
8011 台通,2013/12/31,5,442.0,19.0,39.0,100.0,-14.0,-0.88,,0.82,4.34,8.71,1.89,26.0,30.0,33.0,17.0,27
8021 尖點,2013/12/31,5,516.0,34.0,51.0,100.0,-4.0,9.12,,1.29,4.98,13.26,2.73,-2.0,-13.0,27.0,25.0,31
8039 台虹,2013/12/31,4,667.0,76.0,77.0,100.0,-16.0,8.85,,0.42,10.59,11.17,1.64,24.0,-23.0,43.0,101.0,28
8150 南茂,2013/12/31,4,802.0,123.0,63.0,100.0,68.0,57.63,,1.06,6.82,13.26,2.45,3.0,1.0,42.0,194.0,24
8271 宇瞻,2013/12/31,5,691.0,50.0,72.0,98.0,82.0,2.2,,0.03,12.79,5.63,1.49,-6.0,-3.0,5.0,98.0,24
8464 億豐,2013/12/31,-,144.0,81.0,120.0,-138.0,36.0,14.59,+,1.09,14.35,16.84,2.52,-3.0,4.0,401.0,121.0,20
8473 山林水,2013/12/31,-,364.0,18.0,62.0,61.0,-40.0,8.11,,9.73,4.53,33.06,3.48,-14.0,16.0,74.0,12.0,20
9906 欣巴巴,2013/12/31,8,48.0,13.0,4.0,-21.0,73.0,-9.45,+,3.08,1.17,2.79,2.84,-2280.0,-3794.0,216.0,10.0,14
9911 櫻花,2013/12/31,4,611.0,42.0,54.0,100.0,65.0,5.19,,0.1,7.26,8.42,2.18,3.0,-1.0,5.0,45.0,20
9917 中保,2013/12/31,3,837.0,94.0,96.0,91.0,88.0,12.87,+,0.17,11.81,18.77,1.27,0.0,-1.0,27.0,126.0,20
9919 康那香,2013/12/31,5,345.0,46.0,0.0,74.0,33.0,2.23,,1.11,0.32,0.82,1.85,-1.0,2.0,76.0,44.0,20
9921 巨大,2013/12/31,3,783.0,140.0,72.0,82.0,41.0,54.66,,0.26,9.21,8.05,1.26,3.0,4.0,58.0,544.0,20
9933 中鼎,2013/12/31,2,694.0,140.0,37.0,91.0,28.0,-41.59,+,0.2,4.14,4.53,1.92,28.0,-27.0,25.0,522.0,20
9934 成霖,2013/12/31,5,486.0,105.0,0.0,81.0,36.0,3.0,,0.49,-0.07,0.61,2.27,1.0,-6.0,60.0,188.0,20
9943 好樂迪,2013/12/31,5,647.0,28.0,79.0,100.0,48.0,6.13,,0.16,9.6,17.75,1.91,-1.0,0.0,8.0,33.0,16
9946 三發地產,2013/12/31,7,635.0,60.0,117.0,32.0,68.0,9.78,+,1.79,14.57,27.58,2.44,-3.0,-1152.0,122.0,55.0,14
1101 台泥,2014/12/31,3,710.0,140.0,68.0,84.0,-28.0,198.52,,1.5,6.22,17.05,1.87,6.0,2.0,61.0,1183.0,1
1201 味全,2014/12/31,7,499.0,139.0,9.0,40.0,74.0,4.67,,1.47,0.94,4.38,2.2,2.0,-85.0,115.0,250.0,2
1210 大成,2014/12/31,4,605.0,140.0,3.0,76.0,88.0,24.71,,0.25,1.54,0.77,2.03,0.0,-1.0,57.0,917.0,2
1215 卜蜂,2014/12/31,4,676.0,89.0,58.0,80.0,83.0,10.49,,0.2,9.01,5.52,1.47,-1.0,-2.0,42.0,175.0,2
1216 統一,2014/12/31,3,683.0,140.0,42.0,63.0,88.0,348.58,,0.63,5.0,4.92,1.94,0.0,1.0,93.0,4183.0,2
1218 泰山,2014/12/31,6,407.0,63.0,2.0,65.0,79.0,-1.0,,0.78,1.67,-0.7,2.06,-8.0,-14.0,89.0,90.0,2
1220 台榮,2014/12/31,6,420.0,27.0,2.0,100.0,59.0,0.83,,0.15,1.24,1.13,1.55,-3.0,-16.0,23.0,38.0,2
1227 佳格,2014/12/31,3,789.0,111.0,81.0,100.0,24.0,20.84,,0.11,12.33,11.74,1.93,4.0,7.0,12.0,218.0,2
1232 大統益,2014/12/31,4,813.0,81.0,87.0,100.0,91.0,0.92,+,0.02,19.0,5.05,2.24,-1.0,-3.0,10.0,218.0,2
1233 天仁,2014/12/31,4,579.0,14.0,74.0,99.0,32.0,2.16,,0.03,11.29,11.21,1.73,-1.0,2.0,3.0,21.0,2
1236 宏亞,2014/12/31,6,384.0,20.0,7.0,85.0,69.0,2.08,,0.32,1.85,2.29,1.29,6.0,3.0,33.0,24.0,2
1301 台塑,2014/12/31,3,731.0,140.0,21.0,100.0,88.0,134.38,,0.79,3.96,2.55,1.63,0.0,2.0,36.0,2166.0,3
1307 三芳,2014/12/31,4,709.0,82.0,61.0,100.0,62.0,17.9,,0.39,7.71,9.91,1.43,-2.0,-6.0,40.0,112.0,3
1309 台達化,2014/12/31,7,352.0,99.0,-16.0,42.0,78.0,-2.04,,0.51,-4.59,-2.73,1.6,5.0,0.0,157.0,209.0,3
1310 台苯,2014/12/31,7,511.0,88.0,-7.0,86.0,98.0,-1.77,,0.24,-3.07,-2.34,1.88,-4.0,-7.0,45.0,170.0,3
1314 中石化,2014/12/31,5,648.0,140.0,-8.0,100.0,93.0,-23.56,,0.2,-4.25,-2.65,1.09,-1.0,-2.0,17.0,332.0,3
1316 上曜,2014/12/31,8,206.0,10.0,-20.0,96.0,-40.0,-5.63,,2.65,-6.61,-25.6,2.84,28.0,350.0,53.0,8.0,21
1321 大洋,2014/12/31,6,422.0,57.0,-2.0,78.0,82.0,0.18,,0.51,-1.03,-0.53,1.49,-2.0,6.0,44.0,54.0,3
1323 永裕,2014/12/31,5,653.0,28.0,81.0,100.0,54.0,5.21,,0.54,9.83,13.72,1.99,4.0,-1.0,49.0,35.0,3
1326 台化,2014/12/31,3,682.0,140.0,8.0,98.0,83.0,336.38,,0.71,2.41,1.8,1.74,0.0,0.0,50.0,4015.0,3
1413 宏洲,2014/12/31,8,66.0,24.0,-34.0,16.0,74.0,0.14,,0.66,-7.23,-7.09,2.08,-2.0,3.0,163.0,35.0,4
1414 東和,2014/12/31,6,303.0,18.0,2.0,78.0,27.0,0.48,,0.42,1.03,1.22,1.21,8.0,-11.0,23.0,13.0,4
1432 大魯閣,2014/12/31,8,73.0,1.0,-15.0,52.0,-40.0,-1.43,,8.5,-5.24,-117.55,3.18,107.0,2012.0,19.0,1.0,18
1442 名軒,2014/12/31,7,59.0,21.0,67.0,-47.0,-40.0,-12.34,+,11.76,4.37,31.9,2.44,5.0,3293.0,184.0,15.0,14
1447 力鵬,2014/12/31,5,562.0,111.0,8.0,82.0,70.0,16.66,,0.33,2.38,1.19,1.18,12.0,5.0,40.0,224.0,4
1449 佳和,2014/12/31,D,95.0,34.0,-38.0,35.0,37.0,-0.39,,1.64,-7.06,-10.9,3.03,2.0,4.0,135.0,35.0,4
1451 年興,2014/12/31,4,574.0,88.0,19.0,100.0,42.0,13.83,,0.15,3.8,2.44,1.34,8.0,5.0,15.0,132.0,4
1452 宏益,2014/12/31,5,547.0,15.0,48.0,100.0,74.0,0.6,,0.03,7.45,6.72,0.83,-3.0,2.0,0.0,21.0,4
1453 大將,2014/12/31,8,159.0,3.0,-13.0,78.0,-40.0,-3.65,,0.3,-4.5,-24.49,1.05,-2.0,242.0,20.0,2.0,4
1456 怡華,2014/12/31,9,-378.0,12.0,-12.0,-108.0,-40.0,-9.02,+,10.42,-1.47,-1.7,3.77,-5.0,298.0,286.0,9.0,4
1457 宜進,2014/12/31,7,421.0,51.0,6.0,75.0,76.0,2.53,,1.77,1.79,2.89,2.21,9.0,-8.0,77.0,44.0,4
1472 三洋紡,2014/12/31,9,102.0,6.0,-17.0,21.0,79.0,-0.24,,1.51,-5.05,-0.66,2.93,-10.0,-28.0,157.0,10.0,4
1475 本盟,2014/12/31,9,-23.0,2.0,-37.0,13.0,46.0,-0.41,,5.1,-9.9,-20.78,3.85,-6.0,4.0,144.0,2.0,4
1477 聚陽,2014/12/31,3,813.0,100.0,93.0,90.0,65.0,12.93,+,0.18,15.81,10.15,2.54,0.0,-4.0,5.0,209.0,4
1503 士電,2014/12/31,4,642.0,127.0,35.0,91.0,11.0,9.66,,0.21,4.1,6.6,1.27,11.0,5.0,15.0,198.0,5
1506 正道,2014/12/31,7,270.0,13.0,3.0,81.0,-10.0,0.53,,0.99,1.41,2.26,4.23,5.0,-4.0,27.0,16.0,5
1507 永大,2014/12/31,4,726.0,131.0,68.0,100.0,-40.0,21.98,,0.0,6.55,11.41,0.0,-1.0,-30.0,0.0,239.0,5
1513 中興電,2014/12/31,5,566.0,83.0,41.0,94.0,-6.0,6.55,,0.18,4.7,6.97,1.15,1.0,-14.0,24.0,113.0,5
1515 力山,2014/12/31,6,370.0,37.0,16.0,71.0,35.0,1.24,,1.25,2.5,3.59,2.6,2.0,-2.0,77.0,36.0,5
1516 川飛,2014/12/31,9,522.0,1.0,60.0,80.0,100.0,0.17,,0.71,13.01,2.59,2.32,2.0,0.0,34.0,2.0,20
1521 大億,2014/12/31,4,633.0,33.0,76.0,92.0,61.0,3.71,,0.02,11.31,7.91,1.51,-3.0,0.0,0.0,50.0,5
1525 江申,2014/12/31,6,478.0,16.0,41.0,85.0,70.0,0.31,,0.03,8.78,1.82,0.75,-2.0,-13.0,2.0,12.0,5
1529 樂士,2014/12/31,9,107.0,2.0,-33.0,81.0,-40.0,-0.16,,3.36,-14.26,-60.36,3.26,21.0,-50.0,18.0,1.0,5
1532 勤美,2014/12/31,7,540.0,125.0,43.0,67.0,-40.0,22.13,,1.73,3.77,11.12,2.12,8.0,-9.0,65.0,169.0,5
1535 中宇,2014/12/31,4,706.0,65.0,62.0,100.0,90.0,-2.64,+,0.0,8.9,5.18,7.0,-1.0,-1.0,0.0,104.0,5
1538 正峰新,2014/12/31,9,207.0,8.0,-18.0,55.0,80.0,-0.31,,2.54,-4.27,-13.26,3.51,-2.0,-2.0,76.0,9.0,5
1539 巨庭,2014/12/31,6,483.0,16.0,59.0,73.0,54.0,1.27,,0.72,7.89,6.3,3.57,-2.0,-20.0,65.0,25.0,5
1558 伸興,2014/12/31,4,753.0,47.0,99.0,100.0,62.0,8.02,,0.01,15.77,15.34,0.0,-1.0,-3.0,0.0,62.0,5
1560 中砂,2014/12/31,4,699.0,39.0,100.0,97.0,31.0,11.29,,0.11,13.82,19.95,1.54,-4.0,15.0,3.0,44.0,5
1583 程泰,2014/12/31,5,535.0,70.0,74.0,71.0,-40.0,9.24,,0.62,8.24,11.85,1.31,-9.0,-56.0,80.0,78.0,5
1611 中電,2014/12/31,6,306.0,43.0,9.0,71.0,-20.0,4.8,,2.0,0.11,4.74,1.99,-54.0,25.0,46.0,29.0,6
1612 宏泰,2014/12/31,4,419.0,37.0,1.0,100.0,43.0,0.8,,0.03,1.27,-0.59,2.02,-1.0,8.0,1.0,38.0,6
1614 三洋電,2014/12/31,4,545.0,48.0,25.0,100.0,75.0,4.01,,0.07,3.64,5.04,1.34,-4.0,-17.0,6.0,52.0,6
1618 合機,2014/12/31,5,345.0,22.0,-4.0,100.0,15.0,-2.25,,0.01,-1.24,-4.71,0.0,4.0,22.0,0.0,18.0,6
1701 中化,2014/12/31,6,397.0,59.0,25.0,82.0,-40.0,3.3,,0.85,2.69,6.09,1.39,-4.0,10.0,57.0,53.0,22
1707 葡萄王,2014/12/31,4,776.0,47.0,120.0,99.0,27.0,17.01,,0.0,27.72,25.9,0.35,-2.0,3.0,0.0,63.0,22
1718 中纖,2014/12/31,7,589.0,140.0,29.0,51.0,69.0,98.75,,1.76,0.52,8.66,1.86,13.0,-6.0,67.0,341.0,21
1721 三晃,2014/12/31,8,340.0,9.0,0.0,89.0,55.0,1.11,,0.54,1.08,-1.98,2.11,-3.0,-4.0,40.0,16.0,21
1723 中碳,2014/12/31,3,884.0,66.0,120.0,100.0,93.0,22.05,,0.03,25.61,26.3,4.25,-2.0,2.0,1.0,88.0,21
1724 台硝,2014/12/31,6,369.0,12.0,14.0,89.0,35.0,1.61,,0.26,1.86,5.26,1.13,-9.0,1.0,18.0,14.0,21
1726 永記,2014/12/31,3,687.0,66.0,85.0,100.0,1.0,10.97,,0.01,12.25,15.8,4.53,-2.0,4.0,0.0,83.0,21
1732 毛寶,2014/12/31,6,324.0,3.0,-4.0,100.0,30.0,0.04,,0.0,-1.67,-2.66,0.0,-6.0,-11.0,0.0,6.0,21
1733 五鼎,2014/12/31,5,539.0,15.0,82.0,95.0,-21.0,2.68,,0.43,10.21,17.52,1.64,-3.0,-11.0,21.0,18.0,22
1762 中化生,2014/12/31,7,195.0,12.0,6.0,65.0,-40.0,0.23,,1.48,0.87,3.26,1.35,0.0,26.0,71.0,9.0,22
1786 科妍,2014/12/31,6,234.0,2.0,-10.0,100.0,-40.0,0.02,,0.01,-2.45,-21.63,0.0,6.0,62.0,0.0,2.0,22
1805 寶徠,2014/12/31,8,418.0,7.0,2.0,100.0,99.0,3.12,,0.45,0.83,1.98,2.98,4.0,-84.0,19.0,10.0,14
1902 台紙,2014/12/31,5,520.0,64.0,19.0,97.0,45.0,3.09,,0.5,3.78,0.33,1.68,0.0,-6.0,28.0,68.0,9
1903 士紙,2014/12/31,7,292.0,22.0,-14.0,70.0,78.0,-2.24,,1.18,-3.62,-14.04,1.11,-4.0,15.0,48.0,16.0,9
1904 正隆,2014/12/31,5,530.0,140.0,5.0,61.0,51.0,35.58,,1.18,1.24,2.83,2.46,-7.0,-3.0,93.0,449.0,9
1905 華紙,2014/12/31,5,543.0,125.0,0.0,91.0,22.0,7.34,,0.31,0.17,-0.77,1.48,6.0,5.0,22.0,211.0,9
1907 永豐餘,2014/12/31,5,520.0,140.0,2.0,64.0,42.0,24.5,,1.44,1.43,0.96,1.87,2.0,-1.0,96.0,609.0,9
2002 中鋼,2014/12/31,3,632.0,140.0,42.0,56.0,57.0,645.61,,1.18,4.16,8.46,1.51,3.0,-1.0,83.0,3665.0,10
2008 高興昌,2014/12/31,8,293.0,22.0,-18.0,81.0,60.0,-1.73,,0.79,-7.09,-9.14,1.99,-4.0,15.0,26.0,15.0,10
2013 中鋼構,2014/12/31,5,413.0,97.0,9.0,53.0,33.0,-3.51,+,0.34,1.69,0.8,1.29,7.0,5.0,105.0,173.0,10
2020 美亞,2014/12/31,7,479.0,49.0,35.0,76.0,48.0,2.88,,0.6,4.41,6.09,2.18,-6.0,7.0,36.0,57.0,10
2025 千興,2014/12/31,8,352.0,30.0,-8.0,73.0,97.0,2.96,,0.43,-3.81,-1.38,2.3,1.0,-11.0,42.0,51.0,10
2027 大成鋼,2014/12/31,7,487.0,140.0,54.0,28.0,-40.0,-6.48,+,1.05,6.61,6.38,2.3,-2.0,-14.0,154.0,508.0,10
2028 威致,2014/12/31,8,14.0,62.0,-39.0,-28.0,90.0,-0.27,,0.98,-7.74,-5.15,2.89,-1.0,2.0,223.0,100.0,10
2034 允強,2014/12/31,4,720.0,107.0,51.0,96.0,68.0,16.79,,0.2,8.91,3.81,1.09,-2.0,-4.0,41.0,254.0,10
2049 上銀,2014/12/31,4,658.0,114.0,89.0,68.0,-40.0,32.33,,1.26,8.52,20.87,1.52,-11.0,-22.0,88.0,151.0,5
2059 川湖,2014/12/31,3,802.0,49.0,120.0,100.0,44.0,18.99,,0.15,23.23,42.03,1.71,-4.0,-6.0,5.0,43.0,28
2062 橋椿,2014/12/31,4,649.0,57.0,64.0,98.0,47.0,6.46,,0.4,8.02,11.19,1.16,4.0,7.0,46.0,62.0,20
2103 台橡,2014/12/31,4,692.0,140.0,36.0,80.0,64.0,20.36,,0.63,4.25,6.16,1.74,-5.0,4.0,61.0,319.0,11
2104 國際中橡,2014/12/31,4,700.0,130.0,36.0,91.0,59.0,24.57,,1.72,3.22,12.14,4.31,1.0,-8.0,44.0,220.0,11
2105 正新,2014/12/31,3,849.0,140.0,87.0,79.0,72.0,256.0,,0.9,10.29,16.2,1.98,8.0,-4.0,63.0,1290.0,11
2204 中華,2014/12/31,4,752.0,140.0,32.0,100.0,75.0,34.51,,0.06,4.81,5.41,2.31,-1.0,-9.0,2.0,360.0,12
2206 三陽工業,2014/12/31,6,495.0,140.0,-5.0,57.0,59.0,-3.71,,1.1,-1.13,-2.15,2.74,1.0,-13.0,90.0,365.0,12
2301 光寶科,2014/12/31,3,677.0,140.0,28.0,85.0,58.0,138.69,,0.29,3.28,3.46,1.56,-2.0,3.0,57.0,2306.0,25
2308 台達電,2014/12/31,1,876.0,140.0,81.0,100.0,52.0,278.95,,0.09,10.8,12.04,0.73,2.0,6.0,28.0,1906.0,28
2314 台揚,2014/12/31,8,256.0,50.0,-23.0,61.0,43.0,-3.05,,0.62,-6.72,-5.09,2.12,-6.0,8.0,98.0,63.0,27
2316 楠梓電,2014/12/31,5,564.0,68.0,29.0,97.0,51.0,7.67,,0.57,3.42,5.8,1.7,-23.0,2.0,38.0,73.0,28
2323 中環,2014/12/31,7,549.0,123.0,-9.0,90.0,58.0,29.62,,1.42,-3.74,-4.31,3.12,-16.0,-7.0,27.0,161.0,26
2324 仁寶,2014/12/31,3,680.0,140.0,28.0,83.0,66.0,338.99,,0.12,3.52,1.55,1.57,-10.0,-2.0,67.0,8457.0,25
2330 台積電,2014/12/31,1,1005.0,140.0,119.0,100.0,67.0,4211.81,,0.42,19.34,39.04,1.32,5.0,6.0,24.0,7628.0,24
2331 精英,2014/12/31,4,702.0,140.0,25.0,90.0,78.0,-33.84,+,0.03,3.58,3.08,1.11,2.0,4.0,23.0,559.0,25
2332 友訊,2014/12/31,4,582.0,137.0,6.0,90.0,22.0,-9.55,+,0.07,0.03,3.64,1.47,5.0,4.0,21.0,303.0,27
2337 旺宏,2014/12/31,6,326.0,135.0,-37.0,67.0,-33.0,2.92,,1.36,-12.45,-23.48,1.77,-2.0,31.0,72.0,224.0,24
2338 光罩,2014/12/31,5,373.0,21.0,2.0,100.0,24.0,3.24,,0.0,1.33,1.75,0.74,-12.0,17.0,0.0,18.0,24
2340 光磊,2014/12/31,5,621.0,66.0,56.0,100.0,20.0,13.08,,0.91,5.95,12.1,2.21,-6.0,5.0,32.0,63.0,26
2344 華邦電,2014/12/31,5,755.0,140.0,53.0,88.0,53.0,91.35,,0.72,5.86,10.57,2.08,0.0,-16.0,41.0,380.0,24
2348 海悅,2014/12/31,7,726.0,14.0,120.0,88.0,75.0,-0.57,,1.18,18.07,21.28,2.27,-26.0,-40.0,95.0,19.0,20
2353 宏碁,2014/12/31,4,611.0,140.0,-2.0,89.0,70.0,56.24,,0.2,-0.65,1.22,3.56,0.0,1.0,28.0,3297.0,25
2358 廷鑫,2014/12/31,7,381.0,8.0,-7.0,100.0,86.0,-0.54,,0.16,-3.71,-2.29,2.51,-13.0,-6.0,25.0,18.0,20
2371 大同,2014/12/31,7,386.0,140.0,-4.0,22.0,52.0,58.04,,3.27,-0.14,-1.13,3.94,4.0,1.0,160.0,1126.0,5
2376 技嘉,2014/12/31,4,769.0,140.0,40.0,100.0,69.0,24.76,,0.03,6.8,3.4,2.37,1.0,1.0,0.0,545.0,25
2383 台光電,2014/12/31,4,734.0,105.0,73.0,94.0,24.0,19.76,,0.25,10.11,8.55,1.97,1.0,-1.0,29.0,189.0,28
2388 威盛,2014/12/31,8,-12.0,61.0,-60.0,-13.0,87.0,9.14,,1.28,-18.27,-10.9,2.18,0.0,-19.0,227.0,65.0,24
2390 云辰,2014/12/31,7,207.0,17.0,-4.0,75.0,-40.0,1.0,,1.34,-1.84,-1.85,1.93,-42.0,-80.0,35.0,12.0,31
2392 正崴,2014/12/31,4,633.0,140.0,11.0,82.0,73.0,30.15,,0.33,2.21,1.71,1.87,7.0,3.0,55.0,911.0,28
2408 南亞科,2014/12/31,6,787.0,140.0,120.0,28.0,62.0,270.11,,2.41,30.51,38.23,1.82,-2.0,-23.0,136.0,491.0,24
2409 友達,2014/12/31,6,703.0,140.0,41.0,74.0,78.0,633.93,,1.04,4.87,5.26,2.66,0.0,-1.0,71.0,4082.0,26
2412 中華電,2014/12/31,1,894.0,140.0,79.0,96.0,89.0,713.8,,0.02,8.82,19.9,1.26,2.0,0.0,1.0,2266.0,27
2419 仲琦,2014/12/31,6,500.0,52.0,31.0,96.0,15.0,1.31,,0.56,3.8,4.91,2.23,3.0,35.0,52.0,61.0,27
2429 銘旺科,2014/12/31,9,198.0,5.0,-31.0,82.0,36.0,-0.59,,0.32,-11.04,-9.74,1.95,-50.0,-4.0,40.0,8.0,28
2438 翔耀,2014/12/31,8,506.0,4.0,75.0,89.0,6.0,0.47,,0.88,7.28,22.03,1.97,17.0,-163.0,28.0,4.0,26
2439 美律,2014/12/31,4,778.0,78.0,89.0,100.0,57.0,12.75,,0.01,13.42,11.99,0.92,6.0,-1.0,0.0,123.0,27
2444 兆勁,2014/12/31,8,404.0,10.0,18.0,89.0,63.0,1.66,,0.49,3.64,1.97,2.38,-14.0,-12.0,26.0,16.0,27
2448 晶電,2014/12/31,4,589.0,140.0,29.0,88.0,-40.0,40.62,,3.22,2.71,10.23,6.41,15.0,4.0,32.0,277.0,26
2450 神腦,2014/12/31,4,715.0,125.0,30.0,94.0,93.0,12.32,,0.03,5.34,0.67,2.62,0.0,2.0,9.0,414.0,27
2451 創見,2014/12/31,2,879.0,133.0,89.0,100.0,46.0,31.12,+,0.03,14.35,13.95,1.34,1.0,-1.0,4.0,272.0,24
2461 光群雷,2014/12/31,6,493.0,42.0,40.0,96.0,1.0,2.24,,0.78,5.1,6.14,1.95,2.0,2.0,51.0,42.0,31
2472 立隆電,2014/12/31,5,597.0,54.0,68.0,90.0,15.0,7.25,,0.58,8.9,10.91,1.53,-1.0,3.0,50.0,61.0,28
2474 可成,2014/12/31,3,901.0,140.0,105.0,100.0,7.0,269.63,,0.3,14.7,36.82,1.12,-11.0,13.0,16.0,553.0,31
2475 華映,2014/12/31,8,144.0,140.0,-18.0,-55.0,82.0,23.51,,4.28,-2.33,-4.34,4.61,7.0,5.0,271.0,564.0,26
2484 希華,2014/12/31,6,547.0,26.0,58.0,100.0,22.0,4.46,,0.42,7.86,9.04,2.08,12.0,-16.0,20.0,27.0,28
2485 兆赫,2014/12/31,3,596.0,65.0,35.0,100.0,62.0,9.35,,0.06,5.97,3.63,2.67,-3.0,15.0,3.0,77.0,27
2486 一詮,2014/12/31,6,509.0,63.0,30.0,92.0,18.0,10.63,,0.81,2.8,7.58,2.18,-11.0,-5.0,57.0,71.0,26
2491 吉祥全,2014/12/31,D,-259.0,8.0,-31.0,-47.0,-40.0,0.82,,4.06,-4.6,-23.49,1.64,15.0,84.0,237.0,6.0,26
2498 宏達電,2014/12/31,3,648.0,140.0,3.0,96.0,72.0,-2.62,+,0.01,1.07,0.63,2.7,-10.0,-3.0,0.0,1879.0,27
2504 國產,2014/12/31,4,609.0,140.0,7.0,82.0,62.0,18.55,,1.04,1.85,2.32,1.62,2.0,-4.0,77.0,351.0,14
2506 太設,2014/12/31,8,439.0,55.0,41.0,49.0,59.0,5.2,,5.23,3.66,11.08,3.85,-4.0,-138.0,69.0,39.0,14
